Название;Продавец;URL;Дата;Цена;Номер;Описание;Регион;Город;Доп.параметры;Фото;Категория;Column1
R17 225/55 Летние;Vepkhvia;https://www.myparts.ge/ru/pr/12360392/;06.10.2023;500.00;995599151290;არის გრუზაოი ახლებივით 2022 წლიანები მეჩქარება 4 ივე არის ერთნაირი ახლებივით;Тбилиси;Тбилиси;марка=CONTINENTAL|Страна производитель=Германия|Диаметр (R)=17|Ширина шины=225|Высота шины=55|Сезон=Летние|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1006/12360392_1.jpg,https://static.my.ge/myparts/photos/thumbs/1006/12360392_2.jpg,https://static.my.ge/myparts/photos/thumbs/1006/12360392_3.jpg;Шины;
R17 225/55 Летние;Vepkho;https://www.myparts.ge/ru/pr/12366713/;16.10.2023;250.00;995551142111;;Тбилиси;Тбилиси;Диаметр (R)=17|Ширина шины=225|Высота шины=55|Сезон=Летние|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1016/12366713_1.jpg,https://static.my.ge/myparts/photos/thumbs/1016/12366713_2.jpg,https://static.my.ge/myparts/photos/thumbs/1016/12366713_3.jpg,https://static.my.ge/myparts/photos/thumbs/1016/12366713_4.jpg;Шины;
R17 225/60 Зимние;Vepkho;https://www.myparts.ge/ru/pr/12358032/;03.10.2023;300.00;995599020268;4 ცალის ფასი 300 ლარი;Тбилиси;Тбилиси;марка=TOYO|Страна производитель=Япония|Диаметр (R)=17|Ширина шины=225|Высота шины=60|Сезон=Зимние|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1003/12358032_1.jpg,https://static.my.ge/myparts/photos/thumbs/1003/12358032_2.jpg,https://static.my.ge/myparts/photos/thumbs/1003/12358032_3.jpg;Шины;
R16 205/55 Всесезонные;Vladimeri;https://www.myparts.ge/ru/pr/12369485/;20.10.2023;150.00;995577392592;ნორმალურ მდგომარეობაში პროტექტორის სიღრმე 6 მმ.;Тбилиси;Тбилиси;марка=YOKOHAMA|Страна производитель=Япония|Диаметр (R)=16|Ширина шины=205|Высота шины=55|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1020/12369485_1.jpg,https://static.my.ge/myparts/photos/thumbs/1020/12369485_2.jpg,https://static.my.ge/myparts/photos/thumbs/1020/12369485_3.jpg;Шины;
R18 285/60 Всесезонные;Zaali;https://www.myparts.ge/ru/pr/12271350/;27.09.2023;600.00;995595335757;სასწრაფოდ! იყიდება ერთად 2012წლიანი 4 ცალი საბურავი. პროტექტორი ზამთრის, ალბათ 80%. ოთხივეს ბოლო ფასი 600 ლარი.;Тбилиси;Тбилиси;марка=COOPER|Диаметр (R)=18|Ширина шины=285|Высота шины=60|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/0523/12271350_1.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271350_2.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271350_3.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271350_4.jpg;Шины;
R19 255/50 Всесезонные;Zaali;https://www.myparts.ge/ru/pr/12271371/;18.10.2023;80.00;995595335757;იყიდება 1 ცალი საბურავი. ფასი 80 ლარი.;Тбилиси;Тбилиси;марка=CONTINENTAL|Диаметр (R)=19|Ширина шины=255|Высота шины=50|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/0523/12271371_1.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271371_2.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271371_3.jpg;Шины;
R19 255/50 Всесезонные;Zaali;https://www.myparts.ge/ru/pr/12271376/;18.10.2023;80.00;995595335757;იყიდება 1 ცალი საბურავი. ფასი 80 ლარი.;Тбилиси;Тбилиси;марка=MICHELIN|Диаметр (R)=19|Ширина шины=255|Высота шины=50|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/0523/12271376_1.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271376_2.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271376_3.jpg;Шины;
R20 295/40 Всесезонные;Zaali;https://www.myparts.ge/ru/pr/12271366/;18.10.2023;80.00;995595335757;იყიდება 1 ცალი საბურავი. ფასი 80 ლარი.;Тбилиси;Тбилиси;марка=MICHELIN|Диаметр (R)=20|Ширина шины=295|Высота шины=40|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/0523/12271366_1.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271366_2.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271366_3.jpg;Шины;
R20 295/40 Всесезонные;Zaali;https://www.myparts.ge/ru/pr/12271358/;18.10.2023;200.00;995595335757;იყიდება ერთად 2 ცალი საბურავი. ორივეს ფასი 200 ლარი.;Тбилиси;Тбилиси;марка=CONTINENTAL|Диаметр (R)=20|Ширина шины=295|Высота шины=40|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/0523/12271358_1.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271358_2.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271358_3.jpg,https://static.my.ge/myparts/photos/thumbs/0523/12271358_4.jpg;Шины;
R15 185/65 Зимние;Zaza;https://www.myparts.ge/ru/pr/12371169/;23.10.2023;160.00;995577180802;;Тбилиси;Тбилиси;марка=RIKEN|Диаметр (R)=15|Ширина шины=185|Высота шины=65|Сезон=Зимние|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1023/12371169_1.jpg,https://static.my.ge/myparts/photos/thumbs/1023/12371169_2.jpg,https://static.my.ge/myparts/photos/thumbs/1023/12371169_3.jpg,https://static.my.ge/myparts/photos/thumbs/1023/12371169_4.jpg,https://static.my.ge/myparts/photos/thumbs/1023/12371169_5.jpg;Шины;
R16 185/75 Всесезонные;Zaza;https://www.myparts.ge/ru/pr/12360444/;06.10.2023;100.00;995551331012;იყიდება 2 ცალი საბურავი185\75R16;Тбилиси;Тбилиси;Страна производитель=Германия|Диаметр (R)=16|Ширина шины=185|Высота шины=75|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1006/12360444_1.jpg,https://static.my.ge/myparts/photos/thumbs/1006/12360444_2.jpg,https://static.my.ge/myparts/photos/thumbs/1006/12360444_3.jpg;Шины;
R16 205/60 Всесезонные;Zaza;https://www.myparts.ge/ru/pr/12354754/;27.09.2023;70.00;995577960388;იყიდება ორიცალი საბურავი ორივეს ერთად ფასია.70 ლარი;Тбилиси;Тбилиси;Страна производитель=Япония|Диаметр (R)=16|Ширина шины=205|Высота шины=60|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/0927/12354754_1.jpg,https://static.my.ge/myparts/photos/thumbs/0927/12354754_2.jpg,https://static.my.ge/myparts/photos/thumbs/0927/12354754_3.jpg;Шины;
R16 235/60 Всесезонные;Zaza;https://www.myparts.ge/ru/pr/12368175/;18.10.2023;500.00;995599069119;საბურავები არის ახალივით იდეალურ მდგომარეობაში 2022 წლის. ჩინური არ არის.;Тбилиси;Тбилиси;марка=PETLAS|Страна производитель=Турция|Диаметр (R)=16|Ширина шины=235|Высота шины=60|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1018/12368175_1.jpg,https://static.my.ge/myparts/photos/thumbs/1018/12368175_2.jpg;Шины;
R17 235/65 Зимние;Zaza;https://www.myparts.ge/ru/pr/12356974/;01.10.2023;240.00;995599602410;;Тбилиси;Тбилиси;марка=NEXEN|Страна производитель=Корея|Диаметр (R)=17|Ширина шины=235|Высота шины=65|Сезон=Зимние|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1001/12356974_1.jpg,https://static.my.ge/myparts/photos/thumbs/1001/12356974_2.jpg,https://static.my.ge/myparts/photos/thumbs/1001/12356974_3.jpg,https://static.my.ge/myparts/photos/thumbs/1001/12356974_4.jpg;Шины;
R17 235/65 Зимние;Zaza;https://www.myparts.ge/ru/pr/12358675/;04.10.2023;1,000.00;995577314000;მანქანას ჩამოყვა ამერიკიდან;Тбилиси;Тбилиси;Страна производитель=США|Диаметр (R)=17|Ширина шины=235|Высота шины=65|Сезон=Зимние|Состояние=Новые;https://static.my.ge/myparts/photos/thumbs/1004/12358675_1.jpg,https://static.my.ge/myparts/photos/thumbs/1004/12358675_2.jpg,https://static.my.ge/myparts/photos/thumbs/1004/12358675_3.jpg;Шины;
R18 235/45 Всесезонные;Zaza;https://www.myparts.ge/ru/pr/12370045/;21.10.2023;200.00;995577958608;იყიდება 235/45 R18 საბურავები კარგ მდგომარეობაში 4 ცალი 200 ლარი. დარეკეთ ნომერზე: ზაზა.;Тбилиси;Тбилиси;Страна производитель=США|Диаметр (R)=18|Ширина шины=235|Высота шины=45|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1021/12370045_1.jpg,https://static.my.ge/myparts/photos/thumbs/1021/12370045_2.jpg,https://static.my.ge/myparts/photos/thumbs/1021/12370045_3.jpg;Шины;
R18 265/60 Летние;Zaza;https://www.myparts.ge/ru/pr/12357716/;22.10.2023;450.00;995595346734;;Тбилиси;Тбилиси;марка=BRIDGESTONE|Диаметр (R)=18|Ширина шины=265|Высота шины=60|Сезон=Летние|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/1002/12357716_1.jpg,https://static.my.ge/myparts/photos/thumbs/1002/12357716_2.jpg,https://static.my.ge/myparts/photos/thumbs/1002/12357716_3.jpg,https://static.my.ge/myparts/photos/thumbs/1002/12357716_4.jpg,https://static.my.ge/myparts/photos/thumbs/1002/12357716_5.jpg,https://static.my.ge/myparts/photos/thumbs/1002/12357716_6.jpg;Шины;
R18 285/65 Всесезонные;Zaza;https://www.myparts.ge/ru/pr/12333730/;06.10.2023;1,200.00;995599645737;საბურავები არის თითქმის ახალი, იდეალური მდგომარეობაში, უხმაურო და კომფორტულია. გავლილი აქვს 450 კმ.ასფალტზე. 2022 წელის. 4 ცალი ---1200 ₾. ან გაიცვლება 285/75. R18. ტ. ზაზა. იყიდება მხოლოდ საბურავები.;Тбилиси;Тбилиси;Диаметр (R)=18|Ширина шины=285|Высота шины=65|Сезон=Всесезонные|Состояние=Подержанные;https://static.my.ge/myparts/photos/thumbs/0823/12333730_1.jpg,https://static.my.ge/myparts/photos/thumbs/0823/12333730_2.jpg,https://static.my.ge/myparts/photos/thumbs/0823/12333730_3.jpg,https://static.my.ge/myparts/photos/thumbs/0823/12333730_4.jpg;Шины;
